Geneid, SR10,SR09,SR18,SR13,SR16,SR07,SR17,SR14,SR15,SR12
23176,3741,2211,4364,3109,606,3849,1648,3308,1865,2024
134548,377,113,346,121,2,151,3,248,43,11
134549,485,1315,594,383,617,1077,555,437,235,263
2661,19,11,8,5,2,42,115,6,6,10
27089,2081,2850,1722,1328,790,2058,2111,1947,1453,1681
116842,5,3,1,4,1,7,19,2,0,1
27125,4291,3863,4071,3405,2097,6974,3234,3289,1871,2603
105379177,0,0,0,0,1,1,1,0,0,1
54819,239,262,250,229,141,594,298,183,109,167
3308,2708,4057,2876,2233,1732,4625,2894,3136,1715,2055
23105,2,1,0,3,0,7,3,0,0,12
100302134,0,0,0,0,0,0,0,0,0,0
56951,1516,1316,965,686,350,1244,1127,800,516,518
7416,2678,2659,2033,1548,1187,5084,2480,2434,1939,1866
101060024,0,0,0,0,0,0,0,0,0,0
6932,241,244,167,140,97,95,167,64,56,99
6500,6857,7747,10154,8721,3354,10868,6590,8767,5557,7195
5515,1970,2281,2750,2105,1210,3584,2381,2215,1307,1466
100500905,0,0,0,0,0,0,0,0,0,0
51265,88,26,54,57,45,102,95,59,46,93
7320,550,787,855,728,268,1209,928,646,383,474
91368,426,246,437,328,190,285,796,358,305,300
102546229,0,0,0,0,0,0,1,1,0,0
101927934,1,1,0,1,0,1,0,1,0,0
23338,1852,3534,4115,2933,764,3502,1614,2217,1113,1372
51128,1023,956,1158,796,449,1663,871,1206,716,735
10802,1086,679,873,559,369,1431,1045,970,438,484
819,892,464,788,779,309,1332,1974,885,458,442
9879,1237,1740,1721,1372,1014,2725,2337,1256,740,1047
134553,1290,1003,1020,889,578,2322,1579,1053,561,718
79770,1519,1674,1928,878,549,1485,1517,1634,1122,1075
84105,223,114,159,160,119,282,162,175,96,114
100616209,0,0,0,0,0,0,0,0,0,0
347732,23,4,10,13,2,18,18,13,7,11
5307,1373,114,5085,5684,916,644,992,723,84,679
100996485,46,18,105,168,43,53,115,40,23,57
101927953,1,0,10,13,0,1,0,0,0,1
340073,0,0,0,0,0,0,0,0,0,0
9555,2260,2493,2671,2267,953,3484,4022,1714,1298,1456
140947,21,12,62,30,1,3,2,32,66,9
497189,9,11,21,28,1,0,4,21,33,6
4762,0,0,0,0,0,0,0,0,0,0
9547,149,252,4,8,1,3,1,138,59,57
340074,0,1,0,0,0,0,1,0,0,0
100847082,0,0,0,0,0,0,0,0,0,0
153328,1,5,0,0,0,0,1,0,0,0
3578,0,0,0,0,0,0,0,0,0,0
26223,14,0,0,18,0,0,2,7,19,0
3950,0,0,0,1,0,0,1,0,0,0
7045,20497,895,18551,9899,585,784,8583,41074,29892,1176
100126299,0,0,4,1,4,4,0,1,0,1
9597,13,4,4,2,1,1,4,16,12,1
4090,2406,1908,1630,1270,1031,2737,1932,1916,1168,863
389332,1,1,1,6,0,1,37,106,61,2
57113,0,0,0,0,0,0,0,0,0,0
6695,3011,157,317,100,18,581,25,24,303,2057
26249,110,206,98,163,185,383,252,177,76,168
100126343,0,0,0,0,0,0,0,0,0,0
10949,3022,2804,2922,2269,1671,4218,4406,2238,1596,1969
4888,0,0,0,0,1,1,2,0,0,1
9499,6,6,0,2,2,1,22,3,4,1
27039,0,7,1,0,1,6,11,3,1,2
51306,1228,1056,1726,1395,641,1696,1023,1344,714,865
7478,0,0,0,0,0,0,0,0,0,0
8382,177,107,171,180,61,260,24,297,267,129
10902,2365,1598,1928,1929,721,2428,2513,1563,900,971
10112,120,272,67,307,57,695,2024,88,40,57
8697,1020,903,816,740,571,1469,1359,746,445,588
2676,25,8,101,38,2,23,37,5,7,1
995,27,39,27,37,12,102,339,18,8,9
51307,843,893,1078,1001,486,1299,1348,866,524,634
51780,2839,2428,2908,2432,1438,4883,3166,2329,1524,1629
51308,539,86,398,361,53,662,44,1207,1073,479
1958,8110,4084,276,1631,1178,21974,9032,3165,2052,456
2107,2705,2577,3000,1989,1277,3593,2667,2702,1714,1834
3313,5542,10662,6175,4467,3032,13497,9401,5222,3671,5924
26785,1,1,1,5,1,0,2,0,0,1
105379194,0,12,3,6,0,0,24,2,2,1
1495,5165,7560,9830,7970,3170,11454,9822,6550,3771,3998
26045,40,95,33,42,0,9,20,51,18,9
64374,1313,908,1273,871,450,760,699,1242,753,537
724102,8,7,6,10,3,16,22,7,5,5
9782,6683,6640,8306,6550,5402,10341,7335,7003,3656,5627
26821,0,0,0,0,1,0,0,0,0,0
51247,2654,4177,3457,3039,1488,4336,2578,3179,2314,2510
9963,16,1,5,13,2,7,10,1,0,5
51237,10,9,22,22,4,0,1,4,7,35
389333,403,269,203,213,68,218,150,287,42,163
202051,60,62,63,76,23,61,121,109,35,65
202052,819,379,563,535,201,682,1631,678,365,318
641700,132,62,69,33,31,35,162,201,113,29
340061,2665,250,1451,2933,52,799,1828,1200,933,226
7322,1451,1438,1984,1685,687,2535,2285,1461,1031,1042
51523,51,29,69,27,30,113,520,43,30,36
84249,3,1,30,98,2,8,31,32,41,16
101929696,0,0,0,0,0,0,1,0,0,0
9542,337,66,480,1395,62,233,177,404,215,97
100505636,33,49,42,34,21,80,92,27,21,59
5813,825,966,1023,1030,455,1415,655,768,461,531
492311,230,123,249,159,57,324,109,233,167,160
101929719,2,0,1,1,0,0,2,0,2,0
84418,347,489,1216,857,253,863,527,731,529,635
5201,1011,1441,1454,1196,571,1333,1515,1123,804,1142
1839,62,84,38,101,48,88,1208,58,101,39
83697,0,0,0,1,0,2,6,2,1,0
404734,10,0,9,9,2,5,14,7,3,0
54882,94,66,98,88,32,205,118,72,48,53
8637,41,17,10,10,14,13,8,13,8,10
10011,1742,1265,1723,1418,786,842,773,1764,1156,825
10307,719,285,608,1115,301,366,693,594,363,208
102465499,0,0,0,0,0,0,1,0,0,0
113829,2695,3385,3837,3525,1318,1940,1942,2045,1829,1792
55374,230,79,127,187,115,167,335,91,73,102
929,3732,1461,8205,4335,1133,445,2710,4487,2409,1138
4695,1017,1223,1172,1054,538,1215,1145,1006,830,1131
3550,2360,2679,3466,2558,1066,3218,3838,2159,1363,1819
100500820,0,0,0,0,0,0,0,0,0,0
54853,541,507,629,565,390,807,785,482,281,426
373863,22,22,17,15,35,45,103,34,9,19
3035,1680,1455,1866,1566,705,1432,1962,1459,1009,1240
23438,617,799,706,562,355,823,837,528,398,368
153527,1512,3623,1772,1695,991,2278,2679,1506,1184,1248
56664,0,2,0,0,0,0,0,0,0,0
56663,0,0,0,0,0,0,0,0,0,0
56662,1,2,0,0,0,5,0,2,0,0
56147,3,588,18,28,119,95,35,6,2,373
56146,5,84,41,36,49,46,74,10,0,129
56145,48,358,329,59,167,97,106,27,3,339
56144,8,139,240,161,58,34,200,145,3,56
56143,0,66,5,14,95,41,18,1,0,25
56142,0,207,2,123,419,181,9,2,123,69
56141,71,93,1,17,24,15,15,1,4,96
56140,1,38,1,2,57,29,8,2,2,40
9752,2,26,1,2,1,10,12,2,1,26
56139,90,232,0,7,0,188,13,103,2,226
56138,29,226,45,15,183,86,92,64,115,161
56137,28,96,38,13,60,58,22,75,88,82
56136,181,207,334,58,74,23,10,141,54,87
56135,47,221,545,83,108,68,21,167,68,96
56134,151,336,708,372,132,164,210,194,137,169
56119,0,0,0,0,0,0,0,0,0,0
101926905,0,27,0,0,0,32,1,0,0,9
29930,2,66,2,9,1,31,0,1,1,26
56133,125,1029,18,233,543,530,435,44,18,508
56132,16,481,57,10,277,860,109,118,54,481
56131,462,160,1231,36,12,111,86,411,345,364
26167,131,1637,45,107,1039,1078,290,20,323,1323
56130,59,798,19,225,22,294,245,129,16,114
54661,8,692,67,10,2,250,46,6,2,137
56129,479,1347,1111,224,903,422,248,128,20,1004
56128,51,612,76,123,89,534,30,48,16,505
57717,150,1150,72,144,122,1456,236,252,600,950
56127,36,225,57,128,39,419,85,49,123,306
56126,65,670,304,319,198,298,294,305,120,401
56125,52,397,149,120,80,210,130,65,12,270
56124,42,197,46,43,92,321,201,27,17,229
56123,74,301,18,103,108,648,69,147,72,264
56122,376,367,1470,541,123,844,328,264,192,397
54660,4,26,18,57,14,43,27,43,16,120
84054,7,10,4,22,3,26,13,10,9,45
56121,77,256,46,40,418,38,137,284,60,209
83884,0,0,1,1,0,4,0,0,0,0
6879,1852,4174,2915,2488,2233,5678,3068,1803,1311,1714
56114,11,81,8,9,25,408,26,24,6,44
56113,34,31,26,42,26,973,95,24,55,71
56112,13,4,6,15,158,624,15,47,11,68
56104,37,362,3,44,10,163,33,5,8,39
56111,152,82,126,154,21,966,84,58,68,81
56103,312,273,69,78,184,375,110,57,293,108
56110,69,115,18,29,83,308,37,22,23,140
56102,5,64,15,17,21,272,40,11,15,112
56109,28,97,30,141,20,555,91,42,53,100
56108,56,432,2,32,209,647,65,64,80,59
8641,75,232,11,38,39,584,125,26,5,75
9708,9,21,3,7,0,162,24,3,0,10
56101,165,408,60,135,30,756,1008,160,52,113
56107,294,77,373,45,3,61,87,321,23,26
56100,81,246,184,228,553,267,143,96,231,133
56106,55,661,9,67,2,140,55,13,7,24
56099,1179,1063,271,382,288,783,41,74,118,70
56105,32,389,71,24,91,1220,63,391,9,158
56120,1,21,2,3,1,24,17,2,2,12
26025,119,597,2007,48,5,1407,802,829,23,1190
5098,2646,939,4667,2787,789,498,2030,4116,3183,807
56098,20,15,60,45,2,64,13,55,27,7
56097,2,4,30,22,1,44,10,186,65,4
1729,1546,2452,1832,1595,514,2640,1687,1100,722,1451
100505658,0,0,0,0,0,0,0,0,0,0
8841,1149,1273,1499,1263,592,1644,2166,936,712,1019
285613,35,102,72,82,64,164,96,30,11,89
89848,146,585,727,757,366,809,555,255,166,255
64411,579,432,743,612,47,1684,1615,131,166,80
5097,133,280,446,48,148,112,231,169,100,49
729080,1,0,1,0,0,0,1,0,1,0
9812,1106,1280,1841,1200,507,1234,1658,1508,861,708
51294,177,288,305,130,119,127,747,335,132,74
9604,1520,1493,1806,1524,952,2138,875,1772,1303,1062
10007,980,1764,862,1019,795,1393,2009,689,519,770
80762,3221,3983,3955,2975,2986,4863,2766,3261,2096,3395
81848,8900,13506,32568,12968,5575,28433,8828,10012,3005,5415
101926941,29,27,43,33,17,29,39,31,17,15
2246,188,183,763,120,98,1088,39,316,1028,434
101926975,62,14,52,169,20,54,28,63,11,26
23092,415,340,905,506,126,206,476,489,288,578
100874239,0,0,0,0,0,0,0,0,0,1
100874372,0,0,0,0,0,0,0,0,0,0
2908,2325,3012,1388,1545,1190,3594,2297,1833,988,1593
100846991,0,0,0,0,0,0,0,0,0,0
57824,0,0,0,0,1,0,0,0,0,0
81555,1186,1245,1383,866,655,1566,1503,1083,614,933
57528,8,1,1,0,2,26,18,4,6,9
153768,38,42,56,41,18,114,190,24,22,9
643226,0,0,0,0,0,0,0,0,0,0
153769,10,2,7,3,1,0,1,2,2,24
153770,2,0,2,2,2,1,7,0,0,2
51520,3267,4221,2956,2808,1848,4678,4078,2769,1762,2334
54439,857,880,831,715,552,1699,996,598,344,554
5459,2,0,0,0,0,0,2,1,0,0
10915,886,892,1096,1070,556,1433,1748,837,466,767
134391,0,0,0,0,0,0,1,0,0,0
5521,79,13,31,32,1,5,6,14,549,20
100874361,0,0,0,0,0,0,0,0,0,0
202374,174,211,2,83,10,50,1,1376,138,65
1809,1236,414,3370,129,2666,303,214,317,819,2139
153469,1,0,1,1,0,0,0,0,1,0
9832,468,277,627,419,0,8,13,555,555,40
6690,0,0,1,5,0,1,24,0,0,1
117156,0,0,0,0,0,0,0,0,0,0
389336,0,0,0,0,6,0,7,0,0,0
11005,106,14,4,0,1,1,10,36,48,7
408187,0,0,0,0,0,0,0,0,0,0
404203,0,0,0,0,0,0,5,0,0,0
105378220,1,0,1,0,0,0,0,1,0,4
102546294,22,19,13,14,19,13,15,14,10,24
153218,0,0,0,2,0,0,0,2,1,0
84651,0,0,0,0,0,1,0,0,0,0
643394,3,1,0,0,1,0,1,0,0,0
81545,980,886,1143,864,737,1365,1309,910,495,679
3360,8,0,0,0,0,0,38,1,0,37
154,40,28,49,42,8,14,7,38,26,32
79628,2,3,4,4,3,10,8,6,4,3
693169,0,0,0,0,0,0,0,0,0,0
255187,0,0,0,0,0,0,0,0,0,0
22885,47,163,73,119,24,58,245,77,44,42
134265,115,94,46,26,57,185,315,71,77,71
134266,218,132,241,224,121,519,446,139,80,153
78991,375,183,157,227,281,390,487,130,201,361
27190,3,10,6,16,3,3,21,20,35,14
728264,123,213,513,536,108,367,340,271,173,181
406935,0,0,0,0,0,0,0,0,0,0
406937,10,12,46,53,8,53,43,23,17,30
1452,3951,4300,4327,3048,1786,5740,2941,3529,2289,2936
389337,704,46,1343,678,335,408,256,1618,714,157
133522,273,154,260,269,342,466,264,246,231,418
494327,0,1,0,0,0,2,2,0,0,1
5145,1,2,2,0,3,0,0,1,1,0
644762,16,3,4,14,11,7,8,10,8,10
1836,608,214,459,384,359,1100,679,623,300,268
81789,203,179,124,128,100,316,224,158,72,105
22993,1132,841,1075,1072,556,1114,1694,1003,633,571
1436,1270,2183,3730,2443,284,412,1179,2367,1704,729
5159,3965,318,281,116,234,305,3610,608,659,167
1044,0,0,0,0,2,0,0,1,0,0
6534,0,0,0,0,0,0,1,0,0,0
815,102,9,19,173,0,121,152,513,413,9
340075,297,91,317,167,26,145,2021,79,16,54
6949,1348,1433,1612,1328,565,1499,2294,901,569,695
972,20998,19098,85698,49223,3247,6642,10485,28568,24061,9226
6208,10930,11621,9847,11278,3752,11583,34517,8683,6977,9391
102546298,1,0,0,0,0,0,6,0,0,0
3340,2308,1456,2205,1785,1189,3160,3210,3066,1754,3437
11346,704,1124,269,158,163,321,525,2230,634,150
91977,121,141,4,5,67,32,64,292,17,11
55696,2473,2076,981,953,971,1678,1795,1232,520,686
51164,2138,2028,2052,1717,1427,3104,2089,2071,1241,1795
85027,4561,1381,4430,3854,3287,4817,3371,2053,1497,3101
345611,12,0,1,7,5,6,64,2,1,6
91975,260,195,121,320,346,394,1093,181,98,108
134466,33,49,50,153,107,244,79,81,42,54
2878,383,818,1336,906,736,1569,1932,6377,8478,840
10318,2049,2867,3497,2674,1113,2649,3938,2515,2061,1612
309,11612,7447,15189,14685,3291,10021,8290,15806,9853,7979
26112,843,762,2454,2082,120,282,163,2382,2429,1129
2760,1754,1683,1217,942,1143,2232,1541,1581,1318,1764
285641,0,0,0,1,0,0,1,0,0,0
153201,0,0,0,0,0,0,0,0,0,0
206358,238,353,178,249,331,503,378,329,139,86
2196,10,7,10,13,8,29,29,7,6,5
102465246,0,0,0,0,0,0,0,0,0,0
6678,15200,25539,10187,6692,5457,11537,14320,13952,10138,5455
101927096,0,0,0,2,0,2,1,1,0,0
475,576,1362,886,651,452,780,849,545,454,556
100652758,75,27,29,23,12,173,100,20,35,50
10146,1810,1742,1827,1645,939,2803,2674,1725,741,1025
2741,0,0,0,0,0,0,1,0,0,0
101927115,4,3,3,6,0,0,14,0,0,0
56923,1,0,1,0,0,0,10,0,0,7
101927134,1,0,0,0,0,0,0,0,0,0
2890,0,0,2,0,0,0,0,1,1,1
10827,705,564,859,509,394,713,501,599,350,376
4238,637,589,506,479,325,875,720,436,251,265
55568,2796,532,1757,1213,770,1602,359,1903,713,429
100302181,0,0,0,0,0,0,0,0,0,0
386627,29,10,13,16,1,20,12,17,4,9
79685,994,1465,1478,1095,951,2368,1480,1047,590,1011
9421,23,18868,3,1398,13371,23988,1034,25,7,16135
100422950,0,0,0,0,0,0,0,0,0,0
23367,4474,4155,3642,2924,2568,6585,5655,3614,2191,3880
100302284,0,0,0,0,0,0,0,0,0,0
10826,765,410,703,756,100,763,1088,699,465,428
100616306,2,0,0,2,0,1,1,0,0,0
9337,1162,1107,1240,878,556,2132,1779,845,608,715
25929,810,723,632,509,425,972,1045,622,345,524
29093,403,519,566,395,231,735,888,459,265,359
285643,6,6,4,12,11,30,50,6,1,1
6444,2517,681,3480,2032,2482,5318,686,5088,2955,262
153743,16,36,50,14,23,18,5,10,14,17
91937,32,27,23,143,23,2,47,2,2,25
26762,1,0,1,1,0,0,0,1,0,0
84868,203,191,334,181,60,97,562,139,100,78
9443,235,238,314,266,144,458,250,289,148,203
153745,0,0,0,0,0,0,1,0,0,0
3702,745,128,285,364,9,33,19,68,122,100
26999,604,894,971,595,187,817,309,513,517,719
408263,0,1,9,0,0,0,1,1,0,0
102724404,2,0,13,0,1,0,0,0,0,1
348938,2,0,0,0,0,9,5,1,0,0
8728,951,206,1907,769,1409,1647,593,513,381,475
11063,52,12,23,19,21,72,32,21,11,21
100190949,0,0,0,0,0,2,0,0,0,0
54974,283,349,222,241,118,303,1242,188,118,119
134353,409,88,234,294,135,235,434,169,123,70
9685,1333,1308,1433,1102,749,1433,1650,1232,702,926
101927697,0,0,0,0,0,0,0,0,0,0
1879,24,7,10,7,6,6,262,30,16,3
101927740,3,1,1,0,1,2,13,1,2,3
153830,1791,648,1781,1076,839,2225,2759,1465,644,621
134510,997,917,1096,805,553,1335,832,1051,565,787
3593,5,5,3,4,0,2,0,5,2,1
285626,0,0,0,0,0,3,0,1,0,0
285627,0,0,0,0,0,0,0,0,0,0
101927766,0,1,0,0,0,0,0,0,0,0
147,96,9,6,35,27,19,12,115,123,4
7265,3936,4129,14117,4589,6618,3528,1030,14306,8796,1581
114825,1254,674,1157,1102,707,1181,961,959,448,419
2172,4,14,1,2,20,2,13,14,1,23
79616,328,298,411,560,246,111,660,322,247,50
114898,2098,159,703,2917,17,99,102,1937,1454,70
63920,179,187,88,153,80,637,259,138,55,147
10569,939,1779,1732,1392,795,1714,1284,1065,626,1031
9232,131,1975,171,253,375,1291,1366,78,66,111
100422938,0,0,0,0,0,0,0,0,0,0
406938,0,7,0,0,2,3,2,0,0,0
23120,1,1,0,0,0,3,3,0,0,1
285629,0,0,0,0,0,0,0,0,0,0
2561,19,0,0,0,2,63,0,0,6,2
2559,0,0,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,0,0,0,0
104326188,0,0,0,0,0,0,0,0,0,0
2566,0,0,0,0,0,0,0,1,0,2
900,2288,2381,2460,2411,1194,5637,3853,1441,991,2111
134492,384,428,317,277,182,676,633,381,226,291
3161,72,128,49,167,49,661,341,60,29,40
101927813,0,0,0,0,0,1,1,0,0,0
27430,1918,2283,2887,2074,1481,3578,1113,1492,826,940
101927835,0,0,0,0,0,0,0,0,0,0
102546299,0,0,0,0,0,0,0,0,0,0
102557615,0,0,0,0,0,0,0,1,0,0
57451,165,0,1,14,0,5,1,1,41,9
101927908,0,0,0,0,0,0,0,0,0,0
101927862,0,0,1,0,0,1,1,2,1,1
23286,9,169,277,25,81,30,11,7,5,34
5917,940,1200,1416,1120,1555,1306,1869,1052,621,876
345630,32,44,25,29,45,63,57,23,24,29
79646,765,569,770,563,737,991,594,580,361,512
406895,0,0,0,0,0,0,0,0,0,0
100302238,0,0,0,0,0,0,0,0,0,0
6586,720,445,1498,2433,40,459,932,3330,174,1711
101927969,8,1,10,0,0,0,0,3,8,1
407001,0,0,0,0,0,0,0,0,0,0
728095,0,0,0,0,0,0,0,0,0,0
693170,0,0,0,0,0,0,0,0,0,0
54908,232,207,436,191,216,427,941,155,87,83
1794,533,472,1060,836,89,153,494,421,384,200
100131897,28,0,0,1,3,6,12,0,0,1
100616498,1,0,0,0,0,0,0,0,0,0
2299,0,0,0,0,0,0,0,0,0,0
100507267,0,0,0,1,0,0,0,0,0,0
133874,0,1,1,0,0,0,68,0,1,2
3937,534,483,797,548,137,154,261,394,392,210
257358,13,2,2,1,4,27,28,3,6,1
30820,224,0,16,423,174,117,97,592,421,30
3779,23,7,71,193,6,1,21,159,139,8
101928033,2,2,0,2,1,2,2,0,1,0
105377716,0,0,0,0,0,1,0,0,0,0
2568,1,0,0,0,0,1,1,2,1,6
64901,254,33,73,50,165,373,207,91,54,94
30012,0,0,0,0,0,0,2,0,0,0
100500831,0,0,0,0,0,0,0,0,0,0
4869,6727,7307,6118,5709,7600,12621,28860,5556,3420,6090
8817,7,6,3,5,1,1,11,13,8,16
644994,0,0,0,0,0,0,0,0,0,0
23291,1393,1715,1701,1259,1985,2477,1865,1411,920,1049
6793,1023,717,1604,857,459,519,2049,778,714,360
285588,1,2,0,2,1,0,2,1,0,0
92181,1018,636,967,678,572,1081,1368,581,411,231
100288254,1,1,0,0,0,0,2,0,0,0
285590,1795,229,2210,1138,806,541,1555,1313,1023,956
54492,1067,4132,2052,2625,973,11211,848,2251,1832,4593
100847029,0,0,0,0,0,1,0,0,0,0
101928093,0,1,0,0,0,0,0,0,0,0
1843,1544,1258,642,933,715,1842,4698,550,443,240
57222,3704,4239,4274,3457,3349,3596,3654,4104,2531,4669
51121,355,406,195,216,321,420,605,246,157,271
100268168,14,1,8,6,12,51,60,8,5,13
8992,2954,3937,5422,3973,4810,3244,3325,4087,2705,2550
677841,0,0,1,0,0,0,0,0,0,0
153222,976,1532,1632,1088,1111,2296,692,934,441,929
662,172,151,273,212,252,253,476,205,145,110
1482,0,0,0,0,56,1,0,0,0,0
8614,56,288,30,46,464,7893,1990,36,67,2161
102465862,0,0,0,0,0,0,0,0,0,0
285593,6,4,4,5,4,5,37,2,3,2
91272,762,1051,708,647,876,1497,2356,639,443,840
101928136,0,0,0,0,0,0,0,0,0,0
101928154,0,0,0,0,0,0,0,0,0,1
80315,688,672,525,369,1026,1272,422,526,401,404
133491,1,0,0,0,0,0,0,0,0,0
51617,0,0,0,0,0,0,0,1,0,1
101928176,0,0,0,0,0,0,0,0,0,0
4488,17,1,9,8,0,0,4,20,6,1
100616202,0,0,0,0,0,0,0,0,0,0
441116,0,0,0,0,0,0,0,0,0,0
1812,7,0,0,40,0,0,2,224,49,3
94081,597,667,563,562,609,945,863,866,361,336
3274,86,52,182,1428,5890,12,66,529,342,806
10814,0,0,0,1,0,0,0,0,0,1
84321,37,128,68,85,132,111,160,52,21,63
105377746,0,0,0,0,0,0,0,0,0,0
100996385,0,0,0,0,2,0,0,0,0,2
202134,0,5,0,0,12,0,0,1,0,1
100507387,0,1,0,0,6,1,0,0,0,3
643201,0,0,2,5,9,22,9,0,0,18
375484,377,406,408,624,633,864,471,290,166,320
57179,1773,2667,2975,2231,2971,3932,3356,1984,1266,2174
285598,163,160,131,119,292,465,327,109,57,73
100302203,0,0,0,0,0,0,0,0,0,0
51491,221,477,252,247,443,358,426,252,168,254
192286,1322,1141,1001,1125,1328,2428,2173,1134,843,1380
1212,1183,1239,2097,1438,1142,1444,783,1544,1093,1023
23197,1790,1787,1466,1182,1955,2492,2681,1303,887,1195
22838,861,1032,889,816,642,1198,1451,529,519,683
54825,2,1,0,1,3,18,4,1,2,1
114787,43,241,101,86,140,267,221,23,25,32
6620,0,2,0,1,27,243,12,0,0,5
100422962,0,0,0,0,0,0,0,0,0,0
253314,0,0,0,0,0,0,0,0,0,0
26262,526,761,690,595,777,674,836,442,273,331
102577424,0,0,0,0,0,9,0,0,0,0
90249,4,1,5,3,0,31,3,2,0,1
3101,18,84,47,80,33,28,257,17,23,28
51720,667,794,818,742,641,1064,1515,535,333,371
23567,427,267,390,419,304,458,571,333,268,221
2264,1543,200,743,395,137,33,187,337,171,32
101928726,0,0,0,0,0,1,0,0,0,0
64324,2142,2082,1623,1858,1683,2700,2222,2034,1168,1299
53917,874,595,847,868,464,651,1278,482,471,246
27166,520,1008,732,586,526,778,840,517,324,527
83463,75,189,70,97,42,322,406,65,27,33
10960,2138,4585,2877,1840,3489,3875,4758,1904,1296,2046
10636,290,694,407,452,547,647,430,257,219,188
6569,0,0,0,0,0,0,0,0,0,0
345456,0,0,0,0,0,1,0,0,0,0
2161,1,1,0,1,2,19,33,1,0,1
2870,732,856,1678,859,579,1211,1031,588,529,589
340037,1,0,7,4,0,9,7,4,4,3
80758,47,69,147,89,127,210,124,221,155,83
1627,1364,1833,4351,1814,2521,2849,5904,2325,1617,2478
9260,926,504,1916,2119,1000,2070,1445,1758,1370,1457
79930,53,112,128,87,36,65,265,101,80,70
51428,1243,1950,1174,1480,1737,1977,1950,1025,842,1131
54540,728,403,827,940,664,1535,1702,432,332,695
54732,2681,3924,3763,2225,3257,2964,4536,2417,1680,1705
11285,620,576,568,384,536,556,593,521,350,313
202181,68,99,97,224,64,210,191,100,38,81
285596,0,3,0,0,14,0,0,1,4,3
728554,1,0,0,0,0,0,0,0,0,0
5626,0,0,0,0,0,0,0,0,0,0
105377772,0,4,0,0,1,2,0,0,0,0
653316,0,2,0,0,4,19,0,0,0,2
23138,1291,317,634,486,407,557,427,546,523,403
64777,912,792,1023,712,820,1068,729,694,489,403
55651,1201,1881,1002,886,1236,1674,1548,1049,790,1331
64396,0,2,0,1,0,4,0,4,0,1
3182,1958,3172,3044,1769,3173,4062,4200,2050,1028,1817
85007,331,382,637,552,319,408,899,302,191,252
91522,28,13,9,6,3,17,557,23,15,9
57396,354,253,399,585,154,503,875,299,152,140
102724657,2,0,0,2,1,0,0,0,0,0
6940,215,195,239,139,224,461,512,194,91,109
729522,0,0,0,0,1,0,3,0,0,0
117608,123,87,94,140,86,281,302,100,42,51
80108,66,22,43,46,10,78,46,76,47,37
285676,115,39,101,89,110,125,120,122,53,42
2916,24,6,29,21,8,12,15,10,8,11
345462,105,74,110,118,101,253,205,100,47,51
30832,454,442,688,567,282,747,1079,506,331,356
9509,43,202,32,39,63,32,217,13,7,28
80230,897,1036,980,871,588,1525,724,951,550,679
101928445,3,2,9,13,2,9,10,5,2,3
3187,5034,3795,4782,5240,4072,5812,8019,3165,1728,2914
285679,0,0,0,0,0,0,3,0,0,0
646019,7,1,1,4,0,13,12,3,2,3
821,11816,16892,13173,12068,12067,23601,22457,11761,8356,7990
9794,1590,1555,1254,1238,999,2087,2126,1158,777,714
4056,24,15,55,31,6,11,12,39,23,11
11282,911,958,628,823,786,1299,1555,636,477,401
100302156,0,0,0,0,0,0,0,0,0,0
8878,5461,16881,8766,5397,6862,14590,7445,5528,4688,5721
51149,157,166,187,218,116,189,227,161,128,137
23061,3675,3943,4600,3377,4583,6654,4053,4274,2869,2975
55819,1447,1969,2759,1833,1711,3002,3105,1917,1800,1299
442908,0,0,0,0,0,0,0,0,0,0
255426,3,0,1,6,0,2,3,0,2,0
5601,1032,821,1717,985,1080,1594,1249,1220,749,670
9945,537,49,292,92,48,251,893,437,212,75
57472,668,1005,770,698,670,1531,1254,608,382,400
92304,3,0,0,0,0,0,3,0,0,0
2324,148,47,35,63,28,62,283,61,83,26
134083,0,0,0,0,0,0,0,0,0,0
4245,3155,4033,5256,3439,4071,4022,4216,2312,1755,2325
100859930,500,539,642,638,406,759,578,355,329,227
729678,308,918,447,356,373,753,651,156,103,222
643836,404,636,476,390,539,1094,854,368,186,328
79908,5,84,0,1,3,1,0,1,0,4
10917,1,2,0,3,0,0,0,0,0,2
153579,212,1055,27,93,110,57,78,50,116,133
102465882,0,0,0,0,0,0,0,0,0,0
7240,0,0,0,0,0,0,0,0,0,0
100189362,0,0,0,0,0,0,0,0,0,0
100189273,0,0,0,0,0,0,0,0,0,0
791232,0,0,0,0,0,0,0,0,0,0
26693,0,0,0,0,0,0,0,0,0,0
285659,0,0,0,0,0,0,0,0,0,0
100188990,0,0,0,0,0,0,0,0,0,0
7241,0,0,0,0,0,0,0,0,0,0
100189541,0,0,0,0,0,0,0,0,0,0
100189004,0,0,0,0,0,0,0,0,0,0
100189328,0,0,0,0,0,0,0,0,0,0
100188992,0,0,0,0,0,0,0,0,0,0
7219,0,0,0,0,0,0,1,0,0,0
102577426,1,1,1,0,1,1,0,0,0,1
7236,0,0,0,0,0,0,0,0,0,0
81786,37,43,22,10,24,86,60,33,30,35
100189280,0,0,0,1,0,1,0,0,1,0
100189399,0,0,0,0,0,0,0,0,0,0
7239,0,0,0,0,0,0,0,0,0,0
790966,0,0,0,0,0,0,0,0,0,0
